key,value,weight
1667,114374,123735
1668,46771,47970
1669,182795,178237
1670,170072,157093
1671,138239,131342
1672,162167,166380
1673,1253,1165
1674,177875,187502
1675,9872,9862
1676,71350,65654
1677,149326,146128
1678,85376,83059
1679,195802,199459
1680,116533,123292
1681,115111,126160
1682,75398,71422
1683,99829,102113
1684,30599,29219
1685,75945,74189
1686,167271,154209
1687,138586,133144
1688,69201,73916
1689,58584,62917
1690,64634,69433
1691,70793,72121
1692,66207,69056
1693,16407,17454
1694,123323,123308
1695,24812,22736
1696,139681,137075
1697,60609,64631
1698,28740,26733
1699,89124,97922
1700,183560,192323
1701,46510,47500
1702,168848,161269
1703,91031,88718
1704,177454,174407
1705,208582,194833
1706,82346,87561
1707,52480,48718
1708,176352,165762
1709,172442,159652
1710,11937,10872
1711,47468,51764
1712,4666,4575
1713,114442,107100
1714,189047,177244
1715,68108,62031
1716,37996,36916
1717,59802,59278
1718,139757,145622
1719,203928,197765
1720,8949,9281
1721,104092,99844
1722,99735,94483
1723,17839,18072
1724,153626,165296
1725,28459,31366
1726,64739,69067
1727,51751,56419
1728,115648,118292
1729,128183,133267
1730,120332,122750
1731,151333,138012
1732,131459,143083
1733,106761,114342
1734,84222,80375
1735,43212,42641
1736,35489,35358
1737,136399,148275
1738,122883,114763
1739,165574,171053
1740,121329,116862
1741,98910,91432
1742,171097,179544
1743,134521,124977
1744,9783,8902
1745,206700,189231
1746,83941,86280
1747,172245,167741
1748,163620,180829
1749,117360,127784
1750,170775,183629
1751,58297,59270
1752,204330,198354
1753,149619,157425
1754,134801,145828
1755,54644,50015
1756,123082,131296
1757,115205,112223
1758,141510,134612
1759,159292,175346
1760,116831,110761
1761,146587,155332
1762,95078,91246
1763,95736,102790
1764,5575,5437
1765,65681,66153
1766,192016,193868
1767,30601,33272
1768,105962,104146
1769,130932,143186
1770,53994,55955
1771,44710,48195
1772,25159,25226
1773,181780,176895
1774,28930,31219
1775,8692,9594
1776,40762,43250
1777,117149,122343
1778,166809,175779
1779,23798,23818
1780,117979,107583
1781,37913,39676
1782,152739,143463
1783,6363,6523
1784,68055,71120
1785,213764,196203
1786,133181,139404
1787,49782,53421
1788,51881,56305
1789,137132,141979
1790,141488,150312
1791,141529,151709
1792,168188,164244
1793,183841,195819
1794,122140,131356
1795,49287,51295
1796,170289,182039
1797,191787,199925
1798,79431,84691
1799,115917,107043
1800,94789,92866
1801,56140,60879
1802,64572,70530
1803,186795,174194
1804,60032,66184
1805,180434,183879
1806,168388,157736
1807,208127,195951
1808,98553,104835
1809,94179,92452
1810,217533,198733
1811,168459,176792
1812,146016,134777
1813,26967,25001
1814,140295,146564
1815,61411,58499
1816,40538,38555
1817,51826,57171
1818,116993,129514
1819,114323,118884
1820,158372,165506
1821,59738,61655
1822,175040,176038
1823,83801,87491
1824,61650,56051
1825,161242,150119
1826,19265,18985
1827,69482,73032
1828,146815,157722
1829,135286,140972
1830,102510,97005
1831,28926,27505
1832,187822,174351
1833,38625,39818
1834,200929,194360
1835,146740,144727
1836,198018,190165
1837,162979,161825
1838,179119,163351
1839,148449,164591
1840,55704,58840
1841,84542,93447
1842,25487,25509
1843,41935,38980
1844,25851,27436
1845,15225,14480
1846,198541,181123
1847,86666,85119
1848,23251,24402
1849,157336,147529
1850,178095,171807
1851,41856,45473
1852,19921,19701
1853,182753,179574
1854,55651,57519
1855,128460,133061
1856,42247,42278
1857,103172,96729
1858,24640,25717
1859,77223,72737
1860,183477,169573
1861,106904,116204
1862,50992,50362
1863,175878,173443
1864,108451,105689
1865,43603,40546
1866,204585,194516
1867,82040,86805
1868,158814,165076
1869,10465,10924
1870,16863,16610
1871,102795,100379
1872,193419,199634
1873,110821,104240
1874,116435,121804
1875,32405,32305
1876,29085,30904
1877,98624,104529
1878,59883,55173
1879,168756,184527
1880,107090,115030
1881,103390,113708
1882,55091,57163
1883,15868,16903
1884,96973,102247
1885,1494,1430
1886,21347,20899
1887,10350,11267
1888,137743,130894
1889,47556,47904
1890,85989,90399
1891,77977,73225
1892,107312,100761
1893,51677,47381
1894,106247,104665
1895,30141,28024
1896,92326,91839
1897,72091,77752
1898,32399,33271
1899,41894,43018
1900,71296,75107
1901,35175,38537
1902,52914,54887
1903,8836,8338
1904,136976,152080
1905,81926,85886
1906,118789,115745
1907,111608,104893
1908,121392,123708
1909,85032,78732
1910,85563,93546
1911,32280,29394
1912,34197,33031
1913,177143,185309
1914,128,141
1915,214984,195764
1916,158039,160571
1917,98410,98584
1918,54728,54561
1919,26290,26908
1920,186027,193035
1921,53198,58654
1922,14532,14472
1923,196921,192929
1924,147565,143381
1925,32317,31624
1926,104500,114283
1927,147713,149553
1928,119334,116386
1929,143991,141484
1930,159235,162752
1931,11120,12247
1932,148723,137635
1933,59272,55703
1934,72598,78086
1935,168107,184053
1936,158884,174579
1937,217213,198674
1938,48061,50373
1939,112419,114825
1940,189586,174041
1941,155598,149279
1942,87,81
1943,169004,167785
1944,85240,77956
1945,167510,157243
1946,154164,147398
1947,128350,123272
1948,50807,51279
1949,138065,145371
1950,62394,63754
1951,47181,49009
1952,129974,126972
1953,171633,188400
1954,24469,22543
1955,57704,57864
1956,14506,15867
1957,109824,111077
1958,67437,71312
1959,2265,2446
1960,44773,45090
1961,41181,40221
1962,13983,14416
1963,27015,24795
1964,106855,111155
1965,60350,57144
1966,39824,44064
1967,25455,24163
1968,2368,2203
1969,71731,75660
1970,8293,8920
1971,56255,55860
1972,17369,18094
1973,1862,2029
1974,185882,194523
1975,124603,129524
1976,136030,141742
1977,78534,75495
1978,166460,157013
1979,23323,22628
1980,24703,23491
1981,13660,12864
1982,145727,143293
1983,102009,94817
1984,76109,78530
1985,143239,133561
1986,31100,34133
1987,19930,19103
1988,170663,167656
1989,12362,11595
1990,122431,132327
1991,80902,88046
1992,82723,83998
1993,13474,12972
1994,2768,2823
1995,44559,41271
1996,48843,54004
1997,57936,59593
1998,149231,136853
1999,178487,169406
2000,62929,58855
2001,195944,181579
2002,76773,76410
2003,31994,33951
2004,150166,158365
2005,163543,163412
2006,68245,67495
2007,136718,134290
2008,61288,60452
2009,154892,142849
2010,98716,99675
2011,79663,75176
2012,43062,40377
2013,64276,64359
2014,57006,55772
2015,22486,21197
2016,140875,128637
2017,130253,131031
2018,48926,49722
2019,41590,41158
2020,173387,171135
2021,91685,86940
2022,95464,87121
2023,122006,131890
2024,55855,57526
2025,100994,95929
2026,56248,55045
2027,52819,53195
2028,165391,172230
2029,38882,39981
2030,21362,22149
2031,138170,140580
2032,26366,23992
2033,87588,93616
2034,53336,55818
2035,47370,49257
2036,121156,132867
2037,36021,38261
2038,8986,8278
2039,149587,139812
2040,76502,84104
2041,179249,197416
2042,141491,128888
2043,198470,196404
2044,135976,135119
2045,138407,140015
2046,98641,97028
2047,103615,101397
2048,108152,106508
2049,170657,165291
2050,158184,146077
2051,96330,93980
2052,172659,170014
2053,33742,31989
2054,182147,178221
2055,38508,39994
2056,72956,73804
2057,102737,94627
2058,139861,141801
2059,114115,105462
2060,137898,138376
2061,195630,199234
2062,6283,6415
2063,165432,158005
2064,76478,70253
2065,150258,136731
2066,87682,87848
2067,45215,49075
2068,156798,173507
2069,79528,83952
2070,47619,52552
2071,59317,59081
2072,183482,188471
2073,209338,192893
2074,90767,91275
2075,200739,188519
2076,75617,74277
2077,11626,12409
2078,214706,199832
2079,23721,21784
2080,145404,135376
2081,62538,64660
2082,22411,22367
2083,100510,99522
2084,100173,111206
2085,57296,52408
2086,165576,176860
2087,176814,162533
2088,157184,162814
2089,89419,92427
2090,46786,46803
2091,152682,157017
2092,64706,62939
2093,77036,74985
2094,139322,150547
2095,54098,50130
2096,21048,22952
2097,20228,20715
2098,152215,159862
2099,662,733
2100,120274,131579
2101,143650,139108
2102,124317,117405
2103,148717,164834
2104,56917,54036
2105,197391,186208
2106,141379,138613
2107,136651,141921
2108,122198,124764
2109,10990,11109
2110,157169,173878
2111,126058,135031
2112,53239,52904
2113,183267,199283
2114,33298,35424
2115,192334,181912
2116,90137,84086
2117,86745,86981
2118,165241,177022
2119,177464,173716
2120,180575,181676
2121,11313,11664
2122,126095,123364
2123,152861,161492
2124,56683,56862
2125,151013,147201
2126,3287,3507
2127,374,347
2128,4459,4934
2129,33661,35585
2130,17444,16530
2131,172869,169991
2132,48120,45259
2133,68160,74161
2134,42237,41843
2135,37375,34127
2136,69814,68669
2137,192813,192304
2138,100868,94422
2139,25311,27716
2140,96012,106196
2141,36137,38290
2142,73115,67646
2143,93975,100562
2144,176315,167926
2145,32784,35560
2146,20924,22271
2147,129297,123133
2148,175954,163375
2149,62719,68156
2150,150406,147826
2151,113240,109990
2152,205193,194616
2153,109320,100435
2154,63913,70972
2155,145774,135110
2156,10244,10226
2157,180275,176363
2158,23910,25101
2159,181298,179183
2160,130320,137898
2161,28897,30460
2162,130407,126940
2163,106853,103056
2164,60399,57877
2165,143424,145529
2166,28265,29037
2167,11711,10991
2168,181206,164754
2169,57412,62669
2170,81963,77005
2171,7905,8302
2172,66741,66988
2173,106785,116896
2174,139936,150226
2175,125947,126728
2176,63290,69847
2177,25177,26898
2178,139223,142621
2179,144833,155026
2180,112642,104688
2181,2343,2556
2182,18381,18457
2183,10477,9980
2184,104390,105600
2185,16863,17331
2186,110094,102907
2187,64075,62800
2188,108677,111031
2189,197617,183622
2190,62634,61441
2191,67798,65647
2192,49960,45426
2193,45679,48893
2194,134953,137077
2195,131755,144920
2196,25644,25334
2197,126954,118810
2198,29707,28649
2199,140171,140003
2200,72554,80052
2201,48885,49241
2202,79955,73274
2203,21609,22655
2204,43805,45829
2205,100992,97137
2206,139955,131344
2207,69612,69434
2208,120953,127214
2209,84619,91730
2210,103391,94169
2211,91199,87607
2212,123894,129243
2213,55154,56998
2214,124581,121426
2215,46673,43574
2216,132693,143652
2217,114142,125458
2218,147282,162752
2219,25059,24273
2220,122129,118540
2221,163682,163508
2222,184550,174960
2223,39261,39483
2224,12805,12479
2225,175712,184164
2226,179441,178749
2227,142758,130497
2228,133942,143505
2229,137161,150324
2230,51454,55496
2231,39902,39946
2232,109698,103939
2233,110644,108402
2234,82480,85375
2235,204451,187801
2236,97087,104063
2237,192860,182947
2238,81544,85016
2239,1598,1671
2240,62644,57177
2241,93099,97031
2242,79807,78676
2243,118645,112075
2244,117155,128525
2245,48813,46233
2246,89388,88511
2247,121507,126387
2248,83488,88261
2249,110046,104526
2250,91555,99244
2251,99635,92906
2252,24019,23890
2253,85123,89554
2254,30503,28986
2255,107433,109746
2256,51758,48496
2257,36288,40080
2258,29233,31187
2259,43133,44777
2260,175766,181124
2261,125715,117545
2262,45979,44522
2263,87653,95557
2264,212323,196447
2265,161998,155769
2266,123359,115514
2267,100577,107673
2268,13550,14521
2269,65729,60182
2270,126212,127755
2271,140245,152080
2272,126350,114936
2273,27538,27218
2274,165968,177326
2275,197558,187311
2276,24370,23529
2277,177424,162678
2278,207416,199357
2279,22114,23380
2280,65328,63811
2281,1048,1159
2282,10473,10142
2283,64061,69051
2284,104543,112425
2285,20903,19779
2286,25277,26879
2287,89015,81589
2288,118035,119526
2289,24249,26210
2290,200459,186264
2291,146175,139440
2292,183950,198064
2293,166781,158806
2294,104013,96814
2295,184866,171124
2296,138820,141735
2297,205339,195661
2298,36663,36172
2299,2019,1954
2300,73380,68436
2301,95008,99500
2302,152584,167689
2303,17164,16309
2304,35042,37740
2305,88450,93139
2306,42941,40390
2307,109529,115522
2308,112796,111245
2309,77361,71389
2310,204508,186543
2311,163091,174329
2312,86982,88573
2313,35449,33758
2314,146416,140663
2315,37101,37091
2316,18535,17072
2317,53812,58597
2318,57655,52894
2319,49314,44899
2320,115479,120448
2321,45664,44153
2322,57306,53804
2323,78539,83895
2324,113784,120052
2325,181460,196510
2326,178927,174516
2327,47347,45943
2328,60488,59899
2329,176325,183119
2330,147195,149460
2331,49725,54866
2332,94969,87856
2333,26956,26371
2334,40892,40945
2335,4939,4693
2336,170729,176149
2337,43556,42793
2338,4086,4413
2339,57851,56101
2340,84370,82074
2341,159055,163373
2342,59860,60595
2343,17327,19137
2344,57283,61908
2345,94274,100979
2346,52793,52823
2347,86148,91523
2348,53738,57096
2349,20958,22361
2350,4385,4087
2351,167007,181021
2352,66915,67167
2353,147262,142838
2354,160377,150382
2355,57388,56414
2356,207438,198769
2357,112855,116767
2358,186406,172318
2359,156548,167853
2360,65461,69565
2361,115204,113438
2362,180263,199155
2363,18518,20426
2364,150192,141676
2365,15074,14843
2366,189215,184356
2367,176256,160849
2368,195625,179859
2369,42811,44853
2370,56711,58291
2371,86776,92152
2372,52975,57199
2373,160404,177927
2374,147623,154985
2375,169259,183373
2376,126455,138728
2377,176365,161125
2378,183772,182045
2379,47064,50298
2380,14014,15056
2381,113294,124862
2382,97620,91244
2383,189377,193219
2384,94606,90531
2385,80180,77433
2386,94950,97407
2387,185710,171589
2388,115699,128391
2389,163208,169018
2390,5559,5130
2391,203029,197814
2392,179415,188683
2393,93310,91420
2394,130961,122824
2395,166651,178473
2396,199183,183529
2397,67374,66677
2398,200473,182850
2399,117212,118472
2400,145407,154437
2401,55260,57559
2402,33438,33095
2403,93480,86170
2404,138782,133357
2405,137464,146827
2406,129547,143923
2407,115669,112700
2408,168509,156632
2409,86329,82453
2410,104463,97386
2411,78354,75562
2412,18862,17385
2413,159814,151989
2414,100988,108827
2415,103293,106165
2416,36202,39532
2417,44481,41058
2418,199342,184447
2419,92121,95051
2420,120229,131157
2421,35312,36558
2422,35320,35864
2423,67494,72563
2424,121377,124485
2425,85070,79078
2426,38585,38389
2427,113461,114448
2428,151146,142342
2429,215417,195985
2430,153611,165738
2431,77346,78108
2432,145299,154380
2433,126191,137710
2434,104299,95514
2435,19108,21100
2436,97957,92851
2437,112842,107544
2438,56224,61871
2439,155982,163759
2440,152795,152197
2441,166223,164387
2442,133604,134557
2443,136302,143280
2444,48397,53171
2445,80997,89053
2446,157099,146916
2447,143672,154578
2448,142904,133401
2449,160524,165520
2450,172035,174541
2451,32860,30992
2452,159774,146556
2453,120637,112572
2454,119954,123178
2455,104880,105476
2456,134724,148812
2457,144935,157663
2458,89790,87127
2459,118787,119135
2460,191220,185700
2461,1024,1134
2462,190798,194045
2463,148298,138474
2464,140659,132615
2465,125253,118683
2466,187855,177611
2467,115393,114189
2468,160100,173795
2469,68547,72911
2470,142394,146813
2471,15481,16902
2472,110382,115471
2473,106165,96942
2474,28475,30679
2475,166099,154863
2476,180569,196557
2477,165296,153624
2478,3130,2985
2479,116421,106298
2480,163354,153802
2481,56850,60259
2482,188157,194890
2483,62250,60470
2484,11174,11547
2485,139187,126948
2486,24822,23773
2487,159730,176585
2488,185833,178944
2489,77376,82597
2490,45718,45713
2491,8724,8373
2492,16195,17635
2493,53082,56621
2494,160804,151451
2495,68339,66005
2496,8886,8087
2497,171834,159357
2498,58188,63035
2499,111023,118110
2500,58088,56538
2501,124985,137103
2502,180480,183358
2503,180702,174304
2504,58788,62549
2505,5119,5527
2506,15358,15480
2507,98057,101445
2508,185210,183704
2509,194923,197379
2510,191561,199175
2511,64485,60046
2512,43094,42529
2513,57666,54909
2514,179417,182101
2515,107483,103451
2516,58907,56980
2517,139758,131429
2518,132986,131028
2519,68599,73377
2520,44546,45697
2521,88865,87321
2522,105116,111041
2523,133510,148275
2524,17510,18402
2525,197995,194094
2526,20742,22499
2527,36228,33403
2528,188042,189788
2529,151576,163957
2530,98921,107658
2531,106391,107455
2532,193086,190203
2533,117330,117945
2534,106826,106066
2535,98101,96286
2536,170433,164600
2537,33417,35837
2538,94441,104223
2539,149031,164498
2540,193350,177012
2541,46192,48065
2542,126110,139681
2543,130879,128558
2544,191079,199036
2545,121515,131003
2546,29919,31055
2547,99506,100831
2548,170443,178692
2549,145132,151904
2550,153932,153709
2551,23800,22637
2552,175443,181486
2553,67620,63706
2554,20427,21384
2555,16580,16760
2556,134909,149506
2557,95147,101456
2558,22769,23477
2559,15131,14652
2560,35938,37109
2561,90162,91043
2562,66229,67608
2563,187275,172623
2564,23886,22820
2565,98542,106605
2566,688,729
2567,154401,143136
2568,93703,96855
2569,25914,24130
2570,71869,79789
2571,111338,105592
2572,250,256
2573,183235,169520
2574,180232,167957
2575,27106,25338
2576,159804,154555
2577,145769,139072
2578,126575,116568
2579,16480,16419
2580,63349,59406
2581,105614,115380
2582,166693,178185
2583,79847,74956
2584,104488,113896
2585,22488,24073
2586,124103,113861
2587,3227,3301
2588,118711,118947
2589,76892,80308
2590,123251,124339
2591,95433,98106
2592,185784,191107
2593,64118,64230
2594,13733,12675
2595,34917,31791
2596,77642,84150
2597,81373,84426
2598,161705,147634
2599,32323,35013
2600,179531,193107
2601,177210,172995
2602,209893,196610
2603,144023,159765
2604,70000,77341
2605,149842,159921
2606,75439,80388
2607,94258,89617
2608,48546,44159
2609,106330,104874
2610,48016,49487
2611,160763,160775
2612,60442,65296
2613,120035,109506
2614,130963,139911
2615,60381,58271
2616,98390,95566
2617,150270,139781
2618,86666,89305
2619,83308,79578
2620,30165,28068
2621,102075,103226
2622,174546,186811
2623,106136,106963
2624,54993,60325
2625,4364,4767
2626,202353,194286
2627,187818,182975
2628,131062,124944
2629,160345,163505
2630,63469,66557
2631,100647,102894
2632,71270,67340
2633,198526,198051
2634,145835,151741
2635,110015,116169
2636,160213,176555
2637,159331,157411
2638,47165,45453
2639,84796,84116
2640,57571,55400
2641,115117,104666
2642,151464,140181
2643,108725,102315
2644,10617,9706
2645,98330,102314
2646,164100,176520
2647,113360,122438
2648,20999,23233
2649,107043,112367
2650,95099,95203
2651,6447,6454
2652,109399,111334
2653,11108,11137
2654,26534,28141
2655,98753,105127
2656,91735,93884
2657,94523,102318
2658,63693,68023
2659,6942,6878
2660,45849,43475
2661,190690,196289
2662,87576,83612
2663,7093,6650
2664,42669,44641
2665,134071,127296
2666,102846,97919
2667,158773,153269
2668,185537,174793
2669,10107,10983
2670,163675,157329
2671,92161,92642
2672,157237,144086
2673,172139,164207
2674,12688,12809
2675,120072,132974
2676,170483,173309
2677,182236,176267
2678,145039,157484
2679,47596,52832
2680,207981,191200
2681,1094,1127
2682,169189,163205
2683,82483,81050
2684,96045,92296
2685,104541,97961
2686,191941,184683
2687,93800,90327
2688,92825,92776
2689,109616,105714
2690,189320,187071
2691,93806,93485
2692,49232,46494
2693,24259,23388
2694,175354,169004
2695,72078,76875
2696,186879,175603
2697,21881,22330
2698,159688,156456
2699,9764,10361
2700,151252,158103
2701,137820,126044
2702,136686,129583
2703,54965,59676
2704,108214,104616
2705,128904,141258
2706,103655,94285
2707,177759,186544
2708,26497,27881
2709,152645,138886
2710,73906,80914
2711,39790,36622
2712,3381,3149
2713,177489,172557
2714,156859,168476
2715,37250,34598
2716,153724,163307
2717,58678,64276
2718,70334,66515
2719,8691,9091
2720,131072,122888
2721,113908,117324
2722,201866,199270
2723,170340,188620
2724,83936,84883
2725,193929,192287
2726,83319,78416
2727,201382,193022
2728,116707,107169
2729,97177,105075
2730,51615,55767
2731,183756,182836
2732,149980,145975
2733,89471,97252
2734,187994,190601
2735,49942,48033
2736,99132,96766
2737,158243,166411
2738,53707,54014
2739,148295,162515
2740,99720,96398
2741,533,507
2742,207467,192219
2743,51187,52783
2744,64001,67429
2745,171159,186112
2746,192569,176331
2747,70393,70393
2748,62364,68847
2749,81769,78368
2750,116732,113797
2751,9102,9931
2752,100040,102717
2753,46606,43867
2754,112040,115083
2755,10426,11418
2756,134377,141967
2757,28206,30637
2758,76240,81638
2759,78969,81526
2760,41687,38861
2761,119070,118920
2762,18576,18796
2763,17471,17287
2764,124730,133703
2765,72395,77660
2766,50733,53692
2767,55603,51091
2768,97853,90554
2769,1942,2001
2770,141577,132799
2771,114405,120821
2772,146173,153227
2773,57509,57545
2774,170355,173670
2775,32783,31141
2776,162598,148811
2777,164638,165344
2778,115069,125168
2779,36979,38068
2780,9602,8819
2781,101692,104429
2782,191423,191330
2783,104961,98254
2784,55086,58215
2785,205539,198016
2786,102955,97422
2787,89100,91767
2788,26136,25461
2789,161668,172196
2790,12834,13071
2791,139968,154000
2792,94377,102740
2793,29218,29980
2794,9249,8777
2795,45176,48594
2796,106136,107559
2797,19615,18791
2798,47393,52459
2799,81970,75920
2800,254,249
2801,143474,155581
2802,57381,58990
2803,59608,63862
2804,24664,26049
2805,131468,130321
2806,126136,121236
2807,158666,165965
2808,146532,158429
2809,11789,11023
2810,214155,198572
2811,50390,46070
2812,65808,63704
2813,150358,138141
2814,68522,72266
2815,180311,164076
2816,116961,117733
2817,180369,174683
2818,21402,20497
2819,46785,45957
2820,112042,113955
2821,112956,120996
2822,183659,193130
2823,96066,96239
2824,171430,177817
2825,64266,64653
2826,30161,27660
2827,4562,4148
2828,184690,178040
2829,33783,32547
2830,137144,136372
2831,78151,82872
2832,40316,38366
2833,108607,115247
2834,113707,119211
2835,164095,171191
2836,127201,119631
2837,18966,20850
2838,45898,43269
2839,97667,100490
2840,161478,178172
2841,47320,48683
2842,51496,50078
2843,10452,10464
2844,38672,39677
2845,90513,94926
2846,78355,72604
2847,102221,113351
2848,117127,126936
2849,205865,194444
2850,126592,117810
2851,83524,90530
2852,85990,90682
2853,170503,188303
2854,33111,35032
2855,123642,113649
2856,44741,44538
2857,99086,101756
2858,32497,34517
2859,33795,31822
2860,71255,71450
2861,110510,122161
2862,76293,82552
2863,143414,141356
2864,74739,75143
2865,180705,172230
2866,81337,81752
2867,150822,141592
2868,115225,126870
2869,118048,125198
2870,44393,44568
2871,16053,15034
2872,189701,192455
2873,29467,30740
2874,116785,117095
2875,8374,9234
2876,68147,68291
2877,162916,150880
2878,112765,109433
2879,40923,37501
2880,116357,116383
2881,173159,187057
2882,51814,50129
2883,131612,125166
2884,82605,82777
2885,102597,96707
2886,110597,108025
2887,127957,131255
2888,104740,108311
2889,53193,51912
2890,172288,185798
2891,135244,129664
2892,90702,88621
2893,140767,136880
2894,120785,113046
2895,108835,111244
2896,82265,83413
2897,13582,12515
2898,96618,92755
2899,90203,85945
2900,11103,10742
2901,35122,33090
2902,17341,17838
2903,113346,120637
2904,115812,105375
2905,121574,125867
2906,20411,20198
2907,22322,23851
2908,80137,77066
2909,148123,158388
2910,196767,179137
2911,178927,184686
2912,115751,109212
2913,180044,178605
2914,127130,128015
2915,114360,104715
2916,51645,53217
2917,85832,91616
2918,196677,187884
2919,210990,195425
2920,200456,193938
2921,70318,75154
2922,124799,113789
2923,197733,181097
2924,113722,120080
2925,45913,44737
2926,54442,52207
2927,113930,107767
2928,72835,72615
2929,120560,132197
2930,204699,192380
2931,175199,192889
2932,106042,108110
2933,53352,49393
2934,33477,34983
2935,81416,89013
2936,149983,163363
2937,151287,164816
2938,130665,135228
2939,18219,17164
2940,172030,181938
2941,129865,128874
2942,128396,139219
2943,5402,5755
2944,159049,148780
2945,174631,163998
2946,41755,37964
2947,75942,82135
2948,89962,96369
2949,184584,189063
2950,155324,160082
2951,128747,132046
2952,199489,196488
2953,75928,83898
2954,6328,6810
2955,30124,28330
2956,170894,179300
2957,45062,43523
2958,175536,183906
2959,77750,73806
2960,10606,10078
2961,145576,138221
2962,194138,199988
2963,139449,149048
2964,66146,67967
2965,1025,953
2966,104587,96738
2967,138935,153407
2968,119754,114165
2969,166057,153379
2970,66428,69001
2971,45850,49493
2972,111020,114138
2973,81093,88353
2974,130489,128336
2975,65590,67332
2976,167373,178994
2977,95499,105125
2978,6188,6760
2979,50191,53170
2980,36907,40939
2981,72624,76184
2982,127442,128459
2983,104438,108318
2984,80934,82972
2985,34075,36959
2986,213753,196798
2987,155294,147490
2988,56079,61576
2989,115515,109976
2990,160504,165201
2991,92013,88497
2992,13315,13210
2993,3636,3675
2994,121628,124955
2995,207296,193688
2996,33495,31656
2997,190838,183546
2998,51770,51328
2999,48322,47678
3000,185149,171314
3001,64747,60035
3002,201776,187693
3003,92264,83877
3004,67038,70818
3005,68025,69306
3006,85932,89944
3007,19909,21352
3008,126075,130124
3009,117244,126946
3010,186734,185794
3011,78134,75709
3012,69307,69100
3013,2870,2739
3014,105296,111158
3015,42928,47219
3016,30806,34092
3017,100523,100706
3018,183667,181321
3019,159497,147506
3020,80515,84509
3021,18110,19869
3022,135467,145497
3023,177323,161215
3024,121302,110714
3025,40545,44942
3026,142832,142736
3027,16773,15351
3028,124179,112938
3029,107521,110549
3030,47312,49441
3031,194233,198032
3032,33930,31293
3033,65827,70736
3034,165896,168967
3035,140389,142109
3036,38974,36588
3037,77056,75349
3038,134581,134154
3039,102220,110920
3040,42645,42842
3041,6751,6516
3042,7999,8187
3043,87168,88984
3044,139101,126679
3045,167787,172471
3046,38314,40180
3047,29997,33003
3048,127107,122329
3049,35618,33954
3050,18221,18394
3051,39109,38010
3052,34201,37762
3053,98385,104437
3054,119783,120157
3055,62127,67545
3056,200633,194847
3057,72397,67879
3058,187435,194676
3059,178582,166581
3060,189251,185445
3061,122808,118058
3062,166493,172004
3063,60092,54870
3064,92395,96180
3065,65918,67436
3066,109295,104887
3067,83793,84508
3068,133021,139478
3069,169872,163985
3070,152247,152263
3071,104702,114372
3072,41103,44926
3073,89932,96443
3074,12676,13042
3075,55975,58402
3076,126099,120586
3077,8661,9156
3078,150958,166436
3079,170249,165606
3080,185140,177282
3081,59705,58240
3082,146591,141266
3083,874,857
3084,81081,83609
3085,167182,161342
3086,136021,140539
3087,121087,117790
3088,40771,40809
3089,95183,86789
3090,116867,109671
3091,139625,131315
3092,206179,188217
3093,134985,139033
3094,46499,45225
3095,24836,26351
3096,207887,199928
3097,130043,126581
3098,200104,195871
3099,115653,126020
3100,160215,165248
3101,204258,185807
3102,187300,171374
3103,130108,127547
3104,105312,115221
3105,80298,86553
3106,111912,111688
3107,176633,169276
3108,120499,117990
3109,99165,108028
3110,154277,150183
3111,116038,107973
3112,24506,23816
3113,18863,17244
3114,100933,95057
3115,142520,134448
3116,31739,30272
3117,54621,54809
3118,149163,144020
3119,182001,167471
3120,164947,182583
3121,65841,63369
3122,42809,43912
3123,1637,1553
3124,24334,22277
3125,28995,32001
3126,199512,191954
3127,17650,17468
3128,143674,154600
3129,180016,186635
3130,209174,195421
3131,110952,106866
3132,164220,171531
3133,25591,27311
3134,132033,143456
3135,178540,180494
3136,66139,71362
3137,4076,3756
3138,35165,37404
3139,143942,146182
3140,2091,1930
3141,148347,141756
3142,165323,156957
3143,103452,100520
3144,191689,187339
3145,202268,188885
3146,168556,158774
3147,92962,101662
3148,53814,57943
3149,31192,33829
3150,170094,171271
3151,184458,178604
3152,96010,92394
3153,60115,65619
3154,129998,126136
3155,34300,35631
3156,156678,147049
3157,103836,115267
3158,22075,21245
3159,130061,138141
3160,155041,153061
3161,191434,190287
3162,74575,78609
3163,99460,99529
3164,29094,27607
3165,99158,106384
3166,43626,41789
3167,95204,96157
3168,164315,173667
3169,63675,64596
3170,18129,18896
3171,6949,6751
3172,113403,114199
3173,71558,70055
3174,82059,75365
3175,59706,64751
3176,141910,157418
3177,17367,19276
3178,73107,74722
3179,66268,63173
3180,121994,133951
3181,111669,106819
3182,79359,72693
3183,199166,186485
3184,152686,147425
3185,59829,64963
3186,98754,108375
3187,63348,58476
3188,51337,51462
3189,110428,102846
3190,184740,172490
3191,123035,118705
3192,6090,6095
3193,43185,42849
3194,131104,144988
3195,102912,104871
3196,81747,86723
3197,122866,124242
3198,145438,140900
3199,135148,132551
3200,136199,138329
3201,95097,100594
3202,194301,190081
3203,20843,20968
3204,72475,67244
3205,126988,122075
3206,58139,52960
3207,90634,94137
3208,50793,53126
3209,11125,11233
3210,44949,45044
3211,119522,118146
3212,214218,196952
3213,70393,68946
3214,46813,49277
3215,94262,104681
3216,36194,34749
3217,147302,138872
3218,48474,51140
3219,94859,96296
3220,138470,126780
3221,181806,180499
3222,101642,112219
